"","objectid","year","state","agency","unit_id","fire_name","alarm_date","cont_date","cause","objective","gis_acres","complex_name","shape_area","shape_length","fire_days"
"1",285,2022,"CA","CDF","BDU","AIRPORT",2022-02-16,2022-02-26,14,1,4140.06,NA,26508134.59,85420.83522,10
"2",286,2022,"CA","CDF","BTU","DENIZ",2022-05-24,2022-05-24,14,1,29.84678,NA,202389.0859,2631.420753,0
"3",287,2022,"CA","CDF","TGU","RANCHO",2022-06-13,2022-06-19,14,1,589.8671,NA,4071594.289,13299.52201,6
"4",288,2022,"CA","CDF","CZU","TOWER",2022-06-03,2022-06-03,7,1,28.68488,NA,185603.0039,2034.754555,0
"5",289,2022,"CA","CDF","TGU","BURROWS",2022-06-28,2022-06-29,18,1,309.4793,NA,2120494.129,7454.125266,1
"6",290,2022,"CA","CDF","BTU","NELSON",2022-07-18,2022-07-18,14,1,5.888545,NA,40099.00391,1114.945675,0
"7",291,2022,"CA","CDF","BTU","NINETY-NINE",2022-06-22,2022-06-22,14,1,65.67123,NA,445400.7617,4658.834524,0
"8",292,2022,"CA","CDF","BTU","NELSON",2022-06-30,2022-06-30,14,1,371.4677,NA,2530611.766,11361.9184,0
"9",293,2022,"CA","CDF","BTU","PARK",2022-07-09,2022-07-09,14,1,56.33854,NA,382113.2891,3266.07796,0
"10",294,2022,"CA","CDF","BTU","SANDRA",2022-06-30,2022-06-30,2,1,34.40428,NA,234031.7852,2578.061874,0
"11",295,2022,"CA","CDF","BTU","JAN-DAR",2022-07-04,2022-07-04,14,1,30.50697,NA,207210.3867,2297.12397,0
"12",296,2022,"CA","CDF","BTU","RAIL",2022-05-08,2022-05-08,9,1,9.837949,NA,66774.43359,1418.314799,0
"13",297,2022,"CA","CDF","BTU","CANFIELD",2022-06-23,2022-06-23,14,1,9.554518,NA,65135.02734,1850.448485,0
"14",298,2022,"CA","CDF","SCU","CANYON",2022-06-13,2022-06-13,9,1,16.40938,NA,105358.9063,2236.602945,0
"15",299,2022,"CA","CDF","BDU","HIGHWAY",2022-07-29,2022-07-31,7,1,28.10259,NA,167094.9336,3772.209162,2
"16",300,2022,"CA","CDF","SCU","BRUNS",2022-05-24,2022-05-24,2,1,12.17408,NA,79041.08594,1564.277814,0
"17",301,2022,"CA","CDF","SCU","CANYON",2022-06-23,2022-06-23,9,1,50.373,NA,325599,2557.140821,0
"18",302,2022,"CA","CDF","SCU","DEER",2022-07-18,2022-07-18,7,1,14.51391,NA,94507.52344,1774.282656,0
"19",303,2022,"CA","CDF","SCU","WILLOW",2022-05-20,2022-05-20,2,1,28.56241,NA,186536.043,2205.787831,0
"20",304,2022,"CA","CDF","SCU","HIGHLAND",2022-05-23,2022-05-23,9,1,91.53281,NA,593837.0391,3718.124846,0
"21",305,2022,"CA","CDF","SCU","PASS",2022-05-18,2022-05-18,10,1,65.37904,NA,423776.0195,3956.833327,0
"22",306,2022,"CA","CDF","SCU","MIDWAY",2022-06-21,2022-06-21,10,1,13.50571,NA,87549.99609,1587.230254,0
"23",307,2022,"CA","CDF","SCU","TESLA",2022-06-23,2022-06-23,10,1,551.7821,NA,3567673.48,9866.887445,0
"24",308,2022,"CA","CDF","SCU","KIRKER",2022-06-24,2022-06-24,10,1,84.79446,NA,553173.5078,5517.331407,0
"25",309,2022,"CA","CDF","SCU","FLYNN",2022-07-19,2022-07-19,10,1,173.7565,NA,1125771.41,5923.650081,0
"26",310,2022,"CA","CDF","SCU","PASS",2022-07-29,2022-07-29,14,1,38.44807,NA,249253.9688,3222.695362,0
"27",311,2022,"CA","CDF","SCU","FLYNN",2022-05-15,2022-05-15,14,1,131.9128,NA,854787.0156,7418.304907,0
"28",312,2022,"CA","CDF","SCU","SCENIC",2022-06-23,2022-06-23,10,1,120.4983,NA,787655.0273,5501.801024,0
"29",313,2022,"CA","CDF","SCU","CAMINO",2022-08-03,2022-08-03,14,1,19.18303,NA,124655.8633,2921.786172,0
"30",314,2022,"CA","CDF","LMU","3-8 DIXON",2022-08-08,2022-08-09,1,1,11.36938,NA,80933.24609,2120.065317,1
"31",315,2022,"CA","CDF","LMU","DONICA",2022-07-16,2022-07-18,10,1,129.1635,NA,927202.0742,8290.924669,2
"32",316,2022,"CA","CDF","SCU","EDEN",2022-08-15,2022-08-15,10,1,58.31763,NA,377637.9453,4374.40493,0
"33",317,2022,"CA","CDF","BTU","HURLETON",2022-08-09,2022-08-09,14,1,6.635188,NA,45155.35938,888.2592531,0
"34",318,2022,"CA","CDF","BDU","HESPERIA",2022-06-06,2022-06-09,2,1,96.88597,NA,576094.7461,3879.872197,3
"35",319,2022,"CA","CDF","BTU","BIGGS",2022-08-04,2022-08-04,2,1,15.77412,NA,107102.1133,1596.770634,0
"36",320,2022,"CA","CDF","BTU","PINECREST",2022-06-23,2022-06-23,2,1,16.90405,NA,114914.6133,1387.755933,0
"37",321,2022,"CA","CDF","BTU","OREGON",2022-06-13,2022-06-13,7,1,14.32328,NA,97706.05078,1653.99934,0
"38",322,2022,"CA","CDF","MMU","FORK",2022-09-07,2022-09-13,10,1,818.4309,NA,5231771.578,19405.30326,6
"39",323,2022,"CA","CDF","MMU","OAK",2022-07-22,2022-08-10,14,1,18957.5,NA,122238621.2,119368.1831,19
"40",324,2022,"CA","CDF","MMU","ROMERO",2022-06-23,2022-06-24,14,1,344.1595,NA,2192217.844,10630.91059,1
"41",325,2022,"CA","CDF","CZU","EDGEWOOD",2022-06-21,2022-06-22,11,1,20.54839,NA,132200.9922,2399.998391,1
"42",326,2022,"CA","CDF","MMU","AGUA",2022-07-18,2022-07-23,10,1,396.7744,NA,2554645.453,15351.48625,5
"43",327,2022,"CA","CDF","HUU","CANYON",2022-09-04,2022-09-05,14,1,17.09855,NA,118595.9805,1704.679967,1
"44",328,2022,"CA","CDF","HUU","MCCOVEY",2022-08-29,2022-09-04,14,1,28.42003,NA,204958.1563,2548.34874,6
"45",329,2022,"CA","CDF","HUU","RANCH",2022-08-29,2022-09-04,14,1,26.31805,NA,189830.9336,2197.942426,6
"46",330,2022,"CA","CDF","TGU","FORWARD",2022-09-09,2022-09-22,10,1,159.9855,NA,1118952.523,6372.68329,13
"47",331,2022,"CA","CDF","TGU","RAINBOW",2022-07-16,2022-07-23,7,1,66.32885,NA,458162.7227,4725.083161,7
"48",332,2022,"CA","CDF","CZU","PIGEON",2022-09-26,2022-09-26,9,1,14.82357,NA,94697.49609,1702.789437,0
"49",333,2022,"CA","CDF","SCU","BARRY",2022-09-06,2022-09-06,9,1,40.30602,NA,263157.0547,2493.864244,0
"50",334,2022,"CA","CDF","SCU","FRANKLIN",2022-09-05,2022-09-05,10,1,50.12971,NA,327300.6328,4258.303123,0
"51",335,2022,"CA","CDF","BTU","EVITA",2022-05-18,2022-05-18,14,1,17.2802,NA,117280.0078,1511.598992,0
"52",336,2022,"CA","CDF","BTU","NELSON",2022-09-10,2022-09-10,14,1,33.07443,NA,225256.7969,2644.58777,0
"53",337,2022,"CA","CDF","BDU","PLEASANT",2022-10-23,2022-10-24,10,1,49.56956,NA,318312.8359,2329.832843,1
"54",338,2022,"CA","CDF","AEU","NELDA",2022-06-06,2022-06-06,14,1,28.99773,NA,190812.3828,2156.19923,0
"55",339,2022,"CA","CDF","AEU","LATROBE",2022-05-31,2022-05-31,2,1,26.74845,NA,177734.0313,1948.665299,0
"56",340,2022,"CA","CDF","AEU","GRANT",2022-07-14,2022-07-14,7,1,73.11472,NA,484595.4922,3724.181695,0
"57",341,2022,"CA","CDF","AEU","ELECTRA",2022-07-04,2022-07-28,14,1,4466.222,NA,29423771.02,46575.69401,24
"58",342,2022,"CA","CDF","AEU","COAL",2022-08-07,2022-08-07,7,1,16.74895,NA,110123.5234,1747.652861,0
"59",343,2022,"CA","CDF","LMU","SPLAWN",2022-10-19,2022-10-19,14,1,7.118451,NA,50963.95313,1493.932312,0
"60",344,2022,"CA","CDF","HUU","SYLVANDALE",2022-10-20,2022-10-20,14,1,21.17796,NA,146996.1719,2062.324927,0
"61",345,2022,"CA","CDF","BTU","VALE",2022-10-08,2022-10-08,2,1,27.99138,NA,190517.1914,1766.291239,0
"62",346,2022,"CA","CDF","BTU","NELSON",2022-10-05,2022-10-05,2,1,60.11403,NA,409988.5234,2653.027106,0
"63",347,2022,"CA","CDF","MEU","NOME",2022-07-05,2022-07-05,9,1,16.68011,NA,114579.2891,2118.489174,0
"64",348,2022,"CA","CDF","MEU","OWENS",2022-05-20,2022-05-20,9,1,34.01559,NA,227421.6797,2672.050103,0
"65",349,2022,"CA","CDF","MEU","BELL",2022-07-17,2022-07-19,2,1,42.91696,NA,295281.668,2944.754508,2
"66",350,2022,"CA","CDF","MEU","WALKER",2022-09-01,2022-09-16,10,1,123.3361,NA,836150.6836,6584.836915,15
"67",351,2022,"CA","CDF","TUU","MARMOT",2022-08-02,2022-08-08,14,1,126.6029,NA,791809.6055,4416.464162,6
"68",352,2022,"CA","CDF","FKU","HOUSE",2022-05-11,2022-05-15,2,1,159.2148,NA,1011659.813,6335.680786,4
"69",353,2022,"CA","CDF","FKU","LOPER",2022-05-15,2022-05-16,14,1,36.92672,NA,234613.7344,3184.065032,1
"70",354,2022,"CA","CDF","FKU","POWER",2022-09-06,2022-09-06,10,1,133.7536,NA,853166.168,3885.721859,0
"71",355,2022,"CA","CDF","FKU","COBBLE",2022-04-26,2022-04-26,2,1,20.61224,NA,130226.6445,1485.340971,0
"72",356,2022,"CA","CDF","FKU","PEBBLE",2022-07-31,2022-08-03,15,1,54.41259,NA,342989.6445,3417.401053,3
"73",357,2022,"CA","CDF","FKU","HOPE",2022-06-07,2022-06-09,2,1,13.11081,NA,82843.30469,1834.851603,2
"74",358,2022,"CA","CDF","FKU","TABLE",2022-07-01,2022-07-04,14,1,51.97977,NA,330505.6836,4906.942873,3
"75",359,2022,"CA","CDF","BTU","WALL",2022-11-07,2022-11-07,2,1,13.76263,NA,93533.23828,1345.803841,0
"76",360,2022,"CA","CDF","SKU","SCARFACE",2022-06-10,2022-06-12,14,1,5.558662,NA,40220.82422,920.6107556,2
"77",361,2022,"CA","CDF","SKU","SHACKLEFORD",2022-07-30,2022-07-31,1,1,30.94669,NA,223937.0352,2285.868757,1
"78",362,2022,"CA","CDF","SKU","97.0",2022-09-27,2022-09-29,14,1,30.08391,NA,217193.1367,3259.880984,2
"79",363,2022,"CA","CDF","SKU","SLOUGH",2022-07-21,2022-07-21,14,1,24.96124,NA,180436.1563,2136.415283,0
"80",364,2022,"CA","CDF","SKU","MOUNTAIN",2022-09-02,2022-10-02,14,1,13440.71,NA,96936212.2,172408.5937,30
"81",365,2022,"CA","CDF","SKU","MILL",2022-09-02,2022-09-11,14,1,3939.382,NA,28423375.54,85721.1758,9
"82",366,2022,"CA","CDF","SKU","WILDERNESS",2022-03-07,2022-03-07,5,1,1.894144,NA,13736.82031,735.2945271,0
"83",367,2022,"CA","CDF","SKU","WHITLOW",2022-03-25,2022-03-26,14,1,9.162147,NA,65715.125,1461.037441,1
"84",368,2022,"CA","CDF","SKU","MEAMBER",2022-07-31,2022-08-01,1,1,62.63028,NA,454616.75,4135.152694,1
"85",369,2022,"CA","CDF","SKU","EVERGREEN",2022-03-12,2022-03-12,14,1,12.58272,NA,90709.80469,1712.72082,0
"86",370,2022,"CA","CDF","SKU","EMPIRE",2022-08-01,2022-08-02,1,1,3.141882,NA,22970.37109,1020.957452,1
"87",371,2022,"CA","CDF","SKU","RIDGE",2022-06-25,2022-07-08,14,1,10.26019,NA,73656.26953,2147.685816,13
"88",372,2022,"CA","CDF","SKU","COYOTE",2022-09-07,2022-09-08,1,1,296.9517,NA,2166330.891,7277.62161,1
"89",373,2022,"CA","CDF","SKU","GULCH",2022-03-12,2022-03-14,14,1,113.4316,NA,828753.0586,5989.006526,2
"90",374,2022,"CA","CDF","TCU","SLATE 2",2022-07-21,2022-07-21,6,1,63.70885,NA,415112.9766,3527.718199,0
"91",375,2022,"CA","CDF","TCU","WOODS",2022-09-01,2022-09-03,14,1,22.1701,NA,144602.8711,2503.238192,2
"92",376,2022,"CA","CDF","SBC","HOLLISTER",2022-03-12,2022-03-17,7,1,123.7686,NA,739058.9102,6803.878409,5
"93",377,2022,"CA","CDF","NEU","BLOOMFIELD",2022-03-02,2022-03-02,18,1,39.55224,NA,268347.4883,2844.621783,0
"94",378,2022,"CA","CDF","NEU","BRANDIE",2022-06-11,2022-06-19,2,1,71.87849,NA,486724.832,3673.674678,8
"95",379,2022,"CA","CDF","NEU","NISEMAN",2022-06-18,2022-06-21,2,1,17.06631,NA,114730.8164,1556.536947,3
"96",380,2022,"CA","CDF","NEU","SHERIDAN",2022-06-24,2022-06-25,10,1,55.71469,NA,373586.8047,4665.131684,1
"97",381,2022,"CA","CDF","NEU","MIRABELLE",2022-06-27,2022-06-28,15,1,18.67016,NA,124351.707,1571.063239,1
"98",382,2022,"CA","CDF","NEU","RICES",2022-06-28,2022-07-13,15,1,920.9178,NA,6236026.676,15716.38215,15
"99",383,2022,"CA","CDF","NEU","BUTTERFIELD",2022-07-07,2022-07-13,14,1,12.36755,NA,83773.92578,1395.457752,6
"100",384,2022,"CA","CDF","NEU","BAYBERRY",2022-07-08,2022-07-18,7,1,30.11021,NA,203762.5938,1938.865707,10
"101",385,2022,"CA","CDF","NEU","PORTER",2022-07-09,2022-07-12,2,1,166.603,NA,1118576.891,6024.870103,3
"102",386,2022,"CA","CDF","NEU","RIOSA",2022-07-17,2022-07-17,3,1,37.56129,NA,251954.5781,2741.030402,0
"103",387,2022,"CA","CDF","NEU","APPLE",2022-07-27,2022-08-02,11,1,41.09785,NA,278075.3555,2694.361499,6
"104",388,2022,"CA","CDF","NEU","SPENCEVILLE",2022-07-27,2022-07-31,9,1,21.81922,NA,146961.2734,1658.177958,4
"105",389,2022,"CA","CDF","NEU","BEAR",2022-07-28,2022-07-30,2,1,9.674923,NA,65133.41797,1078.816258,2
"106",390,2022,"CA","CDF","NEU","OAK",2022-08-15,2022-09-15,10,1,24.02003,NA,161420.1563,2745.587313,31
"107",391,2022,"CA","CDF","NEU","OWL",2022-08-20,2022-08-31,10,1,49.95041,NA,337873.4922,2685.552882,11
"108",392,2022,"CA","CDF","NEU","STILL",2022-08-27,2022-09-03,2,1,43.21048,NA,290414.6602,2743.556996,7
"109",393,2022,"CA","CDF","NEU","AIRPORT",2022-07-30,2022-07-30,14,1,38.26443,NA,256147.1289,2141.957256,0
"110",394,2022,"CA","CDF","NEU","WINDING",2022-07-18,2022-07-29,11,1,81.7844,NA,553723.7578,5069.476112,11
"111",395,2022,"CA","CDF","NEU","HILL",2022-09-06,2022-09-15,5,1,13.28599,NA,89465.70703,1485.886038,9
"112",396,2022,"CA","CDF","NEU","DUTCH",2022-09-13,2022-09-19,14,1,26.78517,NA,180704.625,3557.205389,6
"113",397,2022,"CA","CDF","NEU","NADER",2022-09-17,2022-09-19,10,1,16.17019,NA,108377.0859,2655.552401,2
"114",398,2022,"CA","CDF","NEU","GARDEN BAR",2022-09-17,2022-09-19,7,1,28.27837,NA,189716.8047,2141.875731,2
"115",399,2022,"CA","CDF","NEU","RUN",2022-10-29,2022-11-02,2,1,11.89783,NA,80003.92188,1165.612043,4
"116",400,2022,"CA","CDF","NEU","PROVENZA",2022-11-13,2022-11-16,5,1,7.863962,NA,52880.96484,1597.367798,3
"117",401,2022,"CA","CDF","BEU","COLORADO",2022-01-21,2022-02-02,5,1,687.4208,NA,4300944.367,19831.89901,12
"118",402,2022,"CA","CDF","BEU","AGUAJITO",2022-10-02,2022-10-03,11,1,5.257333,NA,33052.73047,828.9815009,1
"119",403,2022,"CA","CDF","BEU","ANZAR",2022-07-21,2022-07-27,11,1,101.0951,NA,640836.1172,13104.56593,6
"120",404,2022,"CA","CDF","BEU","BETABEL",2022-06-14,2022-06-14,10,1,47.00494,NA,298057.3555,3441.46735,0
"121",405,2022,"CA","CCO","ORC","COASTAL",2022-05-05,2022-05-17,11,1,202.0908,NA,1179813.867,9001.515234,12
"122",406,2022,"CA","CCO","ORC","EMERALD",2022-02-10,2022-02-19,14,1,154.6207,NA,903499.582,6738.435667,9
"123",407,2022,"CA","LRA","BEU","KING",2022-05-25,2022-05-26,7,1,79.60818,NA,495721.832,6666.30071,1
"124",408,2022,"CA","BLM","CND","ALPAUGH 2",2022-05-12,2022-05-13,14,1,30.102,NA,185926.8125,1953.969122,1
"125",409,2022,"CA","BLM","NOD","DUNE",2022-06-16,2022-06-18,7,1,11.36639,NA,80480.14453,1470.535443,2
"126",410,2022,"CA","CDF","RRU","ROBERT",2022-07-09,2022-07-09,14,1,2.653836,NA,15561.51953,681.3971547,0
"127",411,2022,"CA","BLM","NOD","MORGAN",2022-07-12,2022-07-12,14,1,22.02058,NA,154059.0391,3028.679938,0
"128",412,2022,"CA","BLM","NOD","R-1 PIT",2022-07-31,2022-08-01,1,1,67.82058,NA,473943.6016,3100.414133,1
"129",413,2022,"CA","BLM","CND","MESA",2022-07-30,2022-07-31,14,1,222.0774,NA,1361562.578,7592.535275,1
"130",414,2022,"CA","BLM","NOD","VIEWLAND",2022-07-22,2022-07-22,14,1,10.53279,NA,73518.67578,1251.126859,0
"131",415,2022,"CA","BLM","NOD","R-3 VINCENT",2022-09-14,2022-09-14,1,1,2.810175,NA,19788.16797,811.3105607,0
"132",416,2022,"CA","BLM","CND","CHIMNEY",2022-10-09,2022-10-10,14,1,3.574984,NA,22043.13672,1157.030173,1
"133",417,2022,"CA","CCO","KRN","WATER",2022-05-26,2022-05-26,14,1,4.557865,NA,27499.99219,987.8220305,0
"134",418,2022,"CA","CCO","KRN","LERDO",2022-06-12,2022-06-12,14,1,1.217743,NA,7453,541.5071379,0
"135",419,2022,"CA","CCO","KRN","JUMPER",2022-05-28,2022-05-28,14,1,5.989886,NA,36669.01953,1028.42022,0
"136",420,2022,"CA","CCO","KRN","HART",2022-06-24,2022-06-24,14,1,1.566871,NA,9528.488281,570.6425029,0
"137",421,2022,"CA","CCO","KRN","RIVER",2022-06-17,2022-06-17,14,1,8.022064,NA,49004.49609,1305.62794,0
"138",422,2022,"CA","CCO","KRN","PURPLE",2022-08-04,2022-08-04,14,1,4.185538,NA,25437.5,801.3146622,0
"139",423,2022,"CA","CCO","KRN","PLANT",2022-06-11,2022-06-14,14,1,484.856,NA,2923932.063,11022.40439,3
"140",424,2022,"CA","CCO","KRN","GRAPE",2022-06-10,2022-06-11,14,1,19.35185,NA,116664.0273,1993.370104,1
"141",425,2022,"CA","CCO","KRN","LOST HILLS",2022-07-05,2022-07-05,2,1,2.507146,NA,15405.99219,617.2891281,0
"142",426,2022,"CA","CCO","KRN","THUNDER",2022-06-22,2022-07-03,1,1,2465.185,NA,14874572.52,30232.71006,11
"143",427,2022,"CA","CCO","KRN","RANCH",2022-09-04,2022-09-05,14,1,62.03226,NA,374423.9883,3613.005407,1
"144",428,2022,"CA","CCO","KRN","JACK",2022-06-23,2022-06-25,1,1,21.38803,NA,131757.5117,1703.882893,2
"145",429,2022,"CA","CCO","KRN","BROOME",2022-05-31,2022-05-31,10,1,1.092994,NA,6639.5,550.7102949,0
"146",430,2022,"CA","CCO","KRN","SCRAPER",2022-09-15,2022-09-15,14,1,6.637007,NA,40419.00781,1034.749698,0
"147",431,2022,"CA","CCO","KRN","GENERAL",2022-06-25,2022-06-26,14,1,1.991478,NA,12130.51563,680.2338861,1
"148",432,2022,"CA","CCO","KRN","CUMMINGS",2022-09-21,2022-09-21,14,1,1.312247,NA,7978.988281,527.3358286,0
"149",433,2022,"CA","CCO","KRN","EDISON",2022-09-25,2022-09-25,14,1,13.66138,NA,83204.01953,1234.88533,0
"150",434,2022,"CA","CCO","KRN","TULE",2022-07-06,2022-07-06,14,1,21.6859,NA,133192.9883,1691.654364,0
"151",435,2022,"CA","CCO","KRN","BEAR",2022-06-01,2022-06-02,10,1,15.95058,NA,97034.98438,1353.277972,1
"152",436,2022,"CA","LRA","KRN","CENTER",2022-04-26,2022-04-26,14,1,13.84711,NA,84470.51563,1260.799538,0
"153",437,2022,"CA","CCO","KRN","OAKS",2022-06-29,2022-06-29,14,1,5.585199,NA,33977.97266,1084.908295,0
"154",438,2022,"CA","CCO","KRN","COMANCHE",2022-04-27,2022-04-27,14,1,50.66179,NA,307306.0078,3433.747887,0
"155",439,2022,"CA","CCO","KRN","BEALE",2022-06-30,2022-07-01,14,1,7.937709,NA,48292.50781,1779.420716,1
"156",440,2022,"CA","CCO","KRN","RANGE",2022-06-03,2022-06-03,14,1,93.07888,NA,565339.0234,2945.454839,0
"157",441,2022,"CA","CCO","KRN","VINE",2022-07-15,2022-07-15,14,1,1.986299,NA,11984.00391,676.486562,0
"158",442,2022,"CA","CCO","KRN","RAIL",2022-08-14,2022-08-17,14,1,216.2137,NA,1316079.09,7150.05377,3
"159",443,2022,"CA","LRA","KRN","UPLAND",2022-06-06,2022-06-06,14,1,1.288484,NA,7875.011719,429.1140907,0
"160",444,2022,"CA","CCO","KRN","BEAR",2022-04-17,2022-04-18,10,1,2.163002,NA,13145.99219,527.4618021,1
"161",445,2022,"CA","LRA","KRN","KING",2022-08-17,2022-08-17,14,1,1.569355,NA,9534,488.248291,0
"162",446,2022,"CA","LRA","KRN","ROW",2022-07-05,2022-07-05,14,1,7.051614,NA,42568.5,920.421077,0
"163",447,2022,"CA","CCO","KRN","FORT",2022-07-16,2022-07-16,10,1,1.504349,NA,9074.011719,913.8467503,0
"164",448,2022,"CA","LRA","KRN","SYCAMORE",2022-07-22,2022-07-22,14,1,25.54512,NA,155157.9414,2166.465262,0
"165",449,2022,"CA","LRA","KRN","ROBERTS",2022-04-12,2022-04-12,14,1,1.882066,NA,11492.51172,481.5467739,0
"166",450,2022,"CA","CCO","KRN","PASS",2022-07-28,2022-07-28,14,1,5.047825,NA,31070.50781,880.8560323,0
"167",451,2022,"CA","CCO","KRN","SAND",2022-06-08,2022-06-09,14,1,2.995723,NA,18155.00391,992.6069889,1
"168",452,2022,"CA","CCO","KRN","FREEWAY",2022-05-19,2022-05-19,14,1,3.372502,NA,20482.48047,1018.596356,0
"169",453,2022,"CA","CCO","KRN","CURVE",2022-08-03,2022-08-03,14,1,7.132461,NA,42955.50391,1085.237395,0
"170",454,2022,"CA","CCO","KRN","KERTO",2022-06-10,2022-06-11,14,1,31.69387,NA,191845.5,2258.589367,1
"171",455,2022,"CA","CCO","KRN","EDMONSTON",2022-05-19,2022-05-24,14,1,682.0379,NA,4115353.555,17318.59444,5
"172",456,2022,"CA","CDF","BEU","AIRLINE",2022-09-01,2022-09-01,10,1,13.90262,NA,87705.44531,1637.028025,0
"173",457,2022,"CA","CDF","BEU","BIANCHI",2022-06-10,2022-06-10,2,1,38.15456,NA,238912.1406,2354.748348,0
"174",458,2022,"CA","CDF","BEU","GARRISON",2022-07-03,2022-07-05,11,1,147.4871,NA,909506.6797,7024.205124,2
"175",459,2022,"CA","CDF","FKU","ALTA",2022-08-25,2022-08-25,14,1,11.93287,NA,75294.48438,1350.631329,0
"176",460,2022,"CA","CCO","MRN","REDWOOD",2022-06-27,2022-06-27,10,1,106.1611,NA,696131.4766,6834.61901,0
"177",461,2022,"CA","CDF","MVU","SANDIA",2022-09-04,2022-09-05,10,1,29.23103,NA,170310.2813,2267.32641,1
"178",462,2022,"CA","CDF","MVU","HAUSER",2022-09-17,2022-09-18,14,1,25.70823,NA,147205.8867,2607.343855,1
"179",463,2022,"CA","CDF","MVU","BORDER 10",2022-05-15,2022-05-15,4,1,4.806643,NA,27462.24609,1474.037981,0
"180",464,2022,"CA","CDF","MVU","FELIPE",2022-04-23,2022-04-23,5,1,1.16234,NA,6734.511719,475.3789135,0
"181",465,2022,"CA","CDF","MVU","BORDER 13",2022-06-13,2022-06-17,7,1,568.2128,NA,3247700.398,12881.07631,4
"182",466,2022,"CA","CDF","MVU","BARRETT 4",2022-06-12,2022-06-16,7,1,49.2244,NA,281441.6641,4428.45636,4
"183",467,2022,"CA","CDF","MVU","BORDER 16",2022-06-21,2022-06-22,7,1,25.22921,NA,144154.8281,3275.603419,1
"184",468,2022,"CA","CDF","MVU","BORDER 15",2022-06-20,2022-06-21,14,1,28.94558,NA,165392.6836,2603.147485,1
"185",469,2022,"CA","CDF","MVU","BORDER 18",2022-06-24,2022-06-24,14,1,2.849159,NA,16279.89453,506.4720021,0
"186",470,2022,"CA","CDF","MVU","MESA 4",2022-05-07,2022-05-07,9,1,4.030843,NA,23044.79297,646.8986993,0
"187",471,2022,"CA","CDF","MVU","BORDER 19",2022-06-24,2022-06-26,7,1,16.96958,NA,97005.76563,1737.714248,2
"188",472,2022,"CA","CDF","MVU","JEWEL",2022-05-14,2022-05-15,2,1,29.14392,NA,166683.2969,1567.189145,1
"189",473,2022,"CA","CDF","MVU","BORDER 22",2022-07-08,2022-07-08,7,1,7.280743,NA,41599.21875,910.0635081,0
"190",474,2022,"CA","CDF","MVU","BORDER 27",2022-07-17,2022-07-18,14,1,98.14726,NA,561288.5234,5446.467188,1
"191",475,2022,"CA","CDF","MVU","BORDER 26",2022-07-17,2022-07-17,7,1,4.541373,NA,25957.83594,630.5893122,0
"192",476,2022,"CA","CDF","MVU","BORDER 21",2022-07-03,2022-07-03,14,1,8.020247,NA,45829.23438,1325.69853,0
"193",477,2022,"CA","CDF","MVU","CASNER",2022-09-27,2022-09-29,2,1,178.2691,NA,1030379.66,5348.079756,2
"194",478,2022,"CA","CDF","MVU","BORDER 31",2022-08-19,2022-08-20,14,1,14.64988,NA,83814.53125,1972.871847,1
"195",479,2022,"CA","CDF","MVU","BORDER 32",2022-08-31,2022-09-05,14,1,4456.34,NA,25487012.39,47412.19519,5
"196",480,2022,"CA","CDF","MVU","CAESAR",2022-09-05,2022-09-05,10,1,47.70462,NA,275637.6563,3112.514598,0
"197",481,2022,"CA","CDF","LNU","ALPINE",2022-03-01,2022-03-01,7,1,18.43938,NA,121889.8281,1543.84472,0
"198",482,2022,"CA","USF","CNF","JIM",2022-03-02,2022-03-27,14,1,552.538,NA,3239249.246,9079.280665,25
"199",483,2022,"CA","USF","SHF","BARNEY",2022-03-11,2022-04-14,9,1,31.46449,NA,222635.1836,2544.922115,34
"200",484,2022,"CA","USF","TNF","GOLDEN",2022-05-20,2022-05-31,9,1,19.4423,NA,132051.1719,3044.250059,11
"201",485,2022,"CA","USF","ANF","BOUQUET",2022-05-30,2022-06-05,14,1,48.40139,NA,289601.8867,3688.368817,6
"202",486,2022,"CA","USF","LNF","GRAHAM",2022-06-10,2022-06-17,14,1,177.4989,NA,1227295.227,10425.40437,7
"203",487,2022,"CA","USF","ANF","SHEEP",2022-06-12,2022-06-19,14,1,865.1371,NA,5151012.949,15607.50968,7
"204",488,2022,"CA","USF","BDF","WAGON TRAIN",2022-05-22,2022-05-26,9,1,10.86248,NA,64487.75,1724.500285,4
"205",489,2022,"CA","USF","ANF","SIERRA",2022-06-15,2022-06-16,14,1,10.23126,NA,61185.80859,2138.478424,1
"206",490,2022,"CA","USF","MDF","CASUSE",2022-07-03,2022-07-04,14,1,29.26842,NA,213615.5508,2567.564562,1
"207",491,2022,"CA","USF","KNF","MCKINNEY",2022-07-29,2022-11-11,14,1,60102.26,NA,438181343.5,227045.4384,105
"208",492,2022,"CA","USF","KNF","YETI",2022-07-30,2022-09-03,14,1,7886.011,NA,57542116.01,50192.01371,35
"209",493,2022,"CA","USF","KNF","KELSEY",2022-07-31,2022-08-24,14,1,84.64411,NA,613775.1445,6689.77218,24
"210",494,2022,"CA","USF","MDF","MCGINTY",2022-08-04,2022-08-07,1,1,48.1479,NA,351251.4805,2750.559663,3
"211",495,2022,"CA","USF","SRF","AMMON",2022-08-05,2022-09-06,14,1,11464.9,"2022 SRF Lightning Complex",81126625.42,64551.65677,32
